PassengerId,Pclass=1,Pclass=2,Pclass=3,Sex=female,Age,SibSp,Parch,Fare,Embarked=S,Embarked=C,Embarked=Q,Survived
488,1,0,0,0,58,0,0,29.7,0,1,0,N
489,0,0,1,0,30,0,0,8.05,1,0,0,N
490,0,0,1,0,9,1,1,15.9,1,0,0,Y
491,0,0,1,0,?,1,0,19.9667,1,0,0,N
492,0,0,1,0,21,0,0,7.25,1,0,0,N
493,1,0,0,0,55,0,0,30.5,1,0,0,N
494,1,0,0,0,71,0,0,49.5042,0,1,0,N
495,0,0,1,0,21,0,0,8.05,1,0,0,N
496,0,0,1,0,?,0,0,14.4583,0,1,0,N
497,1,0,0,1,54,1,0,78.2667,0,1,0,Y
498,0,0,1,0,?,0,0,15.1,1,0,0,N
499,1,0,0,1,25,1,2,151.55,1,0,0,N
500,0,0,1,0,24,0,0,7.7958,1,0,0,N
501,0,0,1,0,17,0,0,8.6625,1,0,0,N
502,0,0,1,1,21,0,0,7.75,0,0,1,N
503,0,0,1,1,?,0,0,7.6292,0,0,1,N
504,0,0,1,1,37,0,0,9.5875,1,0,0,N
505,1,0,0,1,16,0,0,86.5,1,0,0,Y
506,1,0,0,0,18,1,0,108.9,0,1,0,N
507,0,1,0,1,33,0,2,26,1,0,0,Y
508,1,0,0,0,?,0,0,26.55,1,0,0,Y
509,0,0,1,0,28,0,0,22.525,1,0,0,N
510,0,0,1,0,26,0,0,56.4958,1,0,0,Y
511,0,0,1,0,29,0,0,7.75,0,0,1,Y
512,0,0,1,0,?,0,0,8.05,1,0,0,N
513,1,0,0,0,36,0,0,26.2875,1,0,0,Y
514,1,0,0,1,54,1,0,59.4,0,1,0,Y
515,0,0,1,0,24,0,0,7.4958,1,0,0,N
516,1,0,0,0,47,0,0,34.0208,1,0,0,N
517,0,1,0,1,34,0,0,10.5,1,0,0,Y
518,0,0,1,0,?,0,0,24.15,0,0,1,N
519,0,1,0,1,36,1,0,26,1,0,0,Y
520,0,0,1,0,32,0,0,7.8958,1,0,0,N
521,1,0,0,1,30,0,0,93.5,1,0,0,Y
522,0,0,1,0,22,0,0,7.8958,1,0,0,N
523,0,0,1,0,?,0,0,7.225,0,1,0,N
524,1,0,0,1,44,0,1,57.9792,0,1,0,Y
525,0,0,1,0,?,0,0,7.2292,0,1,0,N
526,0,0,1,0,40.5,0,0,7.75,0,0,1,N
527,0,1,0,1,50,0,0,10.5,1,0,0,Y
528,1,0,0,0,?,0,0,221.7792,1,0,0,N
529,0,0,1,0,39,0,0,7.925,1,0,0,N
530,0,1,0,0,23,2,1,11.5,1,0,0,N
531,0,1,0,1,2,1,1,26,1,0,0,Y
532,0,0,1,0,?,0,0,7.2292,0,1,0,N
533,0,0,1,0,17,1,1,7.2292,0,1,0,N
534,0,0,1,1,?,0,2,22.3583,0,1,0,Y
535,0,0,1,1,30,0,0,8.6625,1,0,0,N
536,0,1,0,1,7,0,2,26.25,1,0,0,Y
537,1,0,0,0,45,0,0,26.55,1,0,0,N
538,1,0,0,1,30,0,0,106.425,0,1,0,Y
539,0,0,1,0,?,0,0,14.5,1,0,0,N
540,1,0,0,1,22,0,2,49.5,0,1,0,Y
541,1,0,0,1,36,0,2,71,1,0,0,Y
542,0,0,1,1,9,4,2,31.275,1,0,0,N
543,0,0,1,1,11,4,2,31.275,1,0,0,N
544,0,1,0,0,32,1,0,26,1,0,0,Y
545,1,0,0,0,50,1,0,106.425,0,1,0,N
546,1,0,0,0,64,0,0,26,1,0,0,N
547,0,1,0,1,19,1,0,26,1,0,0,Y
548,0,1,0,0,?,0,0,13.8625,0,1,0,Y
549,0,0,1,0,33,1,1,20.525,1,0,0,N
550,0,1,0,0,8,1,1,36.75,1,0,0,Y
551,1,0,0,0,17,0,2,110.8833,0,1,0,Y
552,0,1,0,0,27,0,0,26,1,0,0,N
553,0,0,1,0,?,0,0,7.8292,0,0,1,N
554,0,0,1,0,22,0,0,7.225,0,1,0,Y
555,0,0,1,1,22,0,0,7.775,1,0,0,Y
556,1,0,0,0,62,0,0,26.55,1,0,0,N
557,1,0,0,1,48,1,0,39.6,0,1,0,Y
558,1,0,0,0,?,0,0,227.525,0,1,0,N
559,1,0,0,1,39,1,1,79.65,1,0,0,Y
560,0,0,1,1,36,1,0,17.4,1,0,0,Y
561,0,0,1,0,?,0,0,7.75,0,0,1,N
562,0,0,1,0,40,0,0,7.8958,1,0,0,N
563,0,1,0,0,28,0,0,13.5,1,0,0,N
564,0,0,1,0,?,0,0,8.05,1,0,0,N
565,0,0,1,1,?,0,0,8.05,1,0,0,N
566,0,0,1,0,24,2,0,24.15,1,0,0,N
567,0,0,1,0,19,0,0,7.8958,1,0,0,N
568,0,0,1,1,29,0,4,21.075,1,0,0,N
569,0,0,1,0,?,0,0,7.2292,0,1,0,N
570,0,0,1,0,32,0,0,7.8542,1,0,0,Y
571,0,1,0,0,62,0,0,10.5,1,0,0,Y
572,1,0,0,1,53,2,0,51.4792,1,0,0,Y
573,1,0,0,0,36,0,0,26.3875,1,0,0,Y
574,0,0,1,1,?,0,0,7.75,0,0,1,Y
575,0,0,1,0,16,0,0,8.05,1,0,0,N
576,0,0,1,0,19,0,0,14.5,1,0,0,N
577,0,1,0,1,34,0,0,13,1,0,0,Y
578,1,0,0,1,39,1,0,55.9,1,0,0,Y
579,0,0,1,1,?,1,0,14.4583,0,1,0,N
580,0,0,1,0,32,0,0,7.925,1,0,0,Y
581,0,1,0,1,25,1,1,30,1,0,0,Y
582,1,0,0,1,39,1,1,110.8833,0,1,0,Y
583,0,1,0,0,54,0,0,26,1,0,0,N
584,1,0,0,0,36,0,0,40.125,0,1,0,N
585,0,0,1,0,?,0,0,8.7125,0,1,0,N
586,1,0,0,1,18,0,2,79.65,1,0,0,Y
587,0,1,0,0,47,0,0,15,1,0,0,N
588,1,0,0,0,60,1,1,79.2,0,1,0,Y
589,0,0,1,0,22,0,0,8.05,1,0,0,N
590,0,0,1,0,?,0,0,8.05,1,0,0,N
591,0,0,1,0,35,0,0,7.125,1,0,0,N
592,1,0,0,1,52,1,0,78.2667,0,1,0,Y
593,0,0,1,0,47,0,0,7.25,1,0,0,N
594,0,0,1,1,?,0,2,7.75,0,0,1,N
595,0,1,0,0,37,1,0,26,1,0,0,N
596,0,0,1,0,36,1,1,24.15,1,0,0,N
597,0,1,0,1,?,0,0,33,1,0,0,Y
598,0,0,1,0,49,0,0,0,1,0,0,N
599,0,0,1,0,?,0,0,7.225,0,1,0,N
600,1,0,0,0,49,1,0,56.9292,0,1,0,Y
601,0,1,0,1,24,2,1,27,1,0,0,Y
602,0,0,1,0,?,0,0,7.8958,1,0,0,N
603,1,0,0,0,?,0,0,42.4,1,0,0,N
604,0,0,1,0,44,0,0,8.05,1,0,0,N
605,1,0,0,0,35,0,0,26.55,0,1,0,Y
606,0,0,1,0,36,1,0,15.55,1,0,0,N
607,0,0,1,0,30,0,0,7.8958,1,0,0,N
608,1,0,0,0,27,0,0,30.5,1,0,0,Y
609,0,1,0,1,22,1,2,41.5792,0,1,0,Y
610,1,0,0,1,40,0,0,153.4625,1,0,0,Y
611,0,0,1,1,39,1,5,31.275,1,0,0,N
612,0,0,1,0,?,0,0,7.05,1,0,0,N
613,0,0,1,1,?,1,0,15.5,0,0,1,Y
614,0,0,1,0,?,0,0,7.75,0,0,1,N
615,0,0,1,0,35,0,0,8.05,1,0,0,N
616,0,1,0,1,24,1,2,65,1,0,0,Y
617,0,0,1,0,34,1,1,14.4,1,0,0,N
618,0,0,1,1,26,1,0,16.1,1,0,0,N
619,0,1,0,1,4,2,1,39,1,0,0,Y
620,0,1,0,0,26,0,0,10.5,1,0,0,N
621,0,0,1,0,27,1,0,14.4542,0,1,0,N
622,1,0,0,0,42,1,0,52.5542,1,0,0,Y
623,0,0,1,0,20,1,1,15.7417,0,1,0,Y
624,0,0,1,0,21,0,0,7.8542,1,0,0,N
625,0,0,1,0,21,0,0,16.1,1,0,0,N
626,1,0,0,0,61,0,0,32.3208,1,0,0,N
627,0,1,0,0,57,0,0,12.35,0,0,1,N
628,1,0,0,1,21,0,0,77.9583,1,0,0,Y
629,0,0,1,0,26,0,0,7.8958,1,0,0,N
630,0,0,1,0,?,0,0,7.7333,0,0,1,N
631,1,0,0,0,80,0,0,30,1,0,0,Y
632,0,0,1,0,51,0,0,7.0542,1,0,0,N
633,1,0,0,0,32,0,0,30.5,0,1,0,Y
634,1,0,0,0,?,0,0,0,1,0,0,N
635,0,0,1,1,9,3,2,27.9,1,0,0,N
636,0,1,0,1,28,0,0,13,1,0,0,Y
637,0,0,1,0,32,0,0,7.925,1,0,0,N
638,0,1,0,0,31,1,1,26.25,1,0,0,N
639,0,0,1,1,41,0,5,39.6875,1,0,0,N
640,0,0,1,0,?,1,0,16.1,1,0,0,N
641,0,0,1,0,20,0,0,7.8542,1,0,0,N
642,1,0,0,1,24,0,0,69.3,0,1,0,Y
643,0,0,1,1,2,3,2,27.9,1,0,0,N
644,0,0,1,0,?,0,0,56.4958,1,0,0,Y
645,0,0,1,1,0.75,2,1,19.2583,0,1,0,Y
646,1,0,0,0,48,1,0,76.7292,0,1,0,Y
647,0,0,1,0,19,0,0,7.8958,1,0,0,N
648,1,0,0,0,56,0,0,35.5,0,1,0,Y
649,0,0,1,0,?,0,0,7.55,1,0,0,N
650,0,0,1,1,23,0,0,7.55,1,0,0,Y
651,0,0,1,0,?,0,0,7.8958,1,0,0,N
652,0,1,0,1,18,0,1,23,1,0,0,Y
653,0,0,1,0,21,0,0,8.4333,1,0,0,N
654,0,0,1,1,?,0,0,7.8292,0,0,1,Y
655,0,0,1,1,18,0,0,6.75,0,0,1,N
656,0,1,0,0,24,2,0,73.5,1,0,0,N
657,0,0,1,0,?,0,0,7.8958,1,0,0,N
658,0,0,1,1,32,1,1,15.5,0,0,1,N
659,0,1,0,0,23,0,0,13,1,0,0,N
660,1,0,0,0,58,0,2,113.275,0,1,0,N
661,1,0,0,0,50,2,0,133.65,1,0,0,Y
662,0,0,1,0,40,0,0,7.225,0,1,0,N
663,1,0,0,0,47,0,0,25.5875,1,0,0,N
664,0,0,1,0,36,0,0,7.4958,1,0,0,N
665,0,0,1,0,20,1,0,7.925,1,0,0,Y
666,0,1,0,0,32,2,0,73.5,1,0,0,N
667,0,1,0,0,25,0,0,13,1,0,0,N
668,0,0,1,0,?,0,0,7.775,1,0,0,N
669,0,0,1,0,43,0,0,8.05,1,0,0,N
670,1,0,0,1,?,1,0,52,1,0,0,Y
671,0,1,0,1,40,1,1,39,1,0,0,Y
672,1,0,0,0,31,1,0,52,1,0,0,N
673,0,1,0,0,70,0,0,10.5,1,0,0,N
674,0,1,0,0,31,0,0,13,1,0,0,Y
675,0,1,0,0,?,0,0,0,1,0,0,N
676,0,0,1,0,18,0,0,7.775,1,0,0,N
677,0,0,1,0,24.5,0,0,8.05,1,0,0,N
678,0,0,1,1,18,0,0,9.8417,1,0,0,Y
679,0,0,1,1,43,1,6,46.9,1,0,0,N
680,1,0,0,0,36,0,1,512.3292,0,1,0,Y
681,0,0,1,1,?,0,0,8.1375,0,0,1,N
682,1,0,0,0,27,0,0,76.7292,0,1,0,Y
683,0,0,1,0,20,0,0,9.225,1,0,0,N
684,0,0,1,0,14,5,2,46.9,1,0,0,N
685,0,1,0,0,60,1,1,39,1,0,0,N
686,0,1,0,0,25,1,2,41.5792,0,1,0,N
687,0,0,1,0,14,4,1,39.6875,1,0,0,N
688,0,0,1,0,19,0,0,10.1708,1,0,0,N
689,0,0,1,0,18,0,0,7.7958,1,0,0,N
690,1,0,0,1,15,0,1,211.3375,1,0,0,Y
691,1,0,0,0,31,1,0,57,1,0,0,Y
692,0,0,1,1,4,0,1,13.4167,0,1,0,Y
693,0,0,1,0,?,0,0,56.4958,1,0,0,Y
694,0,0,1,0,25,0,0,7.225,0,1,0,N
695,1,0,0,0,60,0,0,26.55,1,0,0,N
696,0,1,0,0,52,0,0,13.5,1,0,0,N
697,0,0,1,0,44,0,0,8.05,1,0,0,N
698,0,0,1,1,?,0,0,7.7333,0,0,1,Y
699,1,0,0,0,49,1,1,110.8833,0,1,0,N
700,0,0,1,0,42,0,0,7.65,1,0,0,N
701,1,0,0,1,18,1,0,227.525,0,1,0,Y
702,1,0,0,0,35,0,0,26.2875,1,0,0,Y
703,0,0,1,1,18,0,1,14.4542,0,1,0,N
704,0,0,1,0,25,0,0,7.7417,0,0,1,N
705,0,0,1,0,26,1,0,7.8542,1,0,0,N
706,0,1,0,0,39,0,0,26,1,0,0,N
707,0,1,0,1,45,0,0,13.5,1,0,0,Y
708,1,0,0,0,42,0,0,26.2875,1,0,0,Y
709,1,0,0,1,22,0,0,151.55,1,0,0,Y
710,0,0,1,0,?,1,1,15.2458,0,1,0,Y
711,1,0,0,1,24,0,0,49.5042,0,1,0,Y
712,1,0,0,0,?,0,0,26.55,1,0,0,N
713,1,0,0,0,48,1,0,52,1,0,0,Y
714,0,0,1,0,29,0,0,9.4833,1,0,0,N
715,0,1,0,0,52,0,0,13,1,0,0,N
716,0,0,1,0,19,0,0,7.65,1,0,0,N
717,1,0,0,1,38,0,0,227.525,0,1,0,Y
718,0,1,0,1,27,0,0,10.5,1,0,0,Y
719,0,0,1,0,?,0,0,15.5,0,0,1,N
720,0,0,1,0,33,0,0,7.775,1,0,0,N
721,0,1,0,1,6,0,1,33,1,0,0,Y
722,0,0,1,0,17,1,0,7.0542,1,0,0,N
723,0,1,0,0,34,0,0,13,1,0,0,N
724,0,1,0,0,50,0,0,13,1,0,0,N
725,1,0,0,0,27,1,0,53.1,1,0,0,Y
726,0,0,1,0,20,0,0,8.6625,1,0,0,N
727,0,1,0,1,30,3,0,21,1,0,0,Y
728,0,0,1,1,?,0,0,7.7375,0,0,1,Y
729,0,1,0,0,25,1,0,26,1,0,0,N
730,0,0,1,1,25,1,0,7.925,1,0,0,N
731,1,0,0,1,29,0,0,211.3375,1,0,0,Y
732,0,0,1,0,11,0,0,18.7875,0,1,0,N
733,0,1,0,0,?,0,0,0,1,0,0,N
734,0,1,0,0,23,0,0,13,1,0,0,N
735,0,1,0,0,23,0,0,13,1,0,0,N
736,0,0,1,0,28.5,0,0,16.1,1,0,0,N
737,0,0,1,1,48,1,3,34.375,1,0,0,N
738,1,0,0,0,35,0,0,512.3292,0,1,0,Y
739,0,0,1,0,?,0,0,7.8958,1,0,0,N
740,0,0,1,0,?,0,0,7.8958,1,0,0,N
741,1,0,0,0,?,0,0,30,1,0,0,Y
742,1,0,0,0,36,1,0,78.85,1,0,0,N
743,1,0,0,1,21,2,2,262.375,0,1,0,Y
744,0,0,1,0,24,1,0,16.1,1,0,0,N
745,0,0,1,0,31,0,0,7.925,1,0,0,Y
746,1,0,0,0,70,1,1,71,1,0,0,N
747,0,0,1,0,16,1,1,20.25,1,0,0,N
748,0,1,0,1,30,0,0,13,1,0,0,Y
749,1,0,0,0,19,1,0,53.1,1,0,0,N
750,0,0,1,0,31,0,0,7.75,0,0,1,N
751,0,1,0,1,4,1,1,23,1,0,0,Y
752,0,0,1,0,6,0,1,12.475,1,0,0,Y
753,0,0,1,0,33,0,0,9.5,1,0,0,N
754,0,0,1,0,23,0,0,7.8958,1,0,0,N
755,0,1,0,1,48,1,2,65,1,0,0,Y
756,0,1,0,0,0.67,1,1,14.5,1,0,0,Y
757,0,0,1,0,28,0,0,7.7958,1,0,0,N
758,0,1,0,0,18,0,0,11.5,1,0,0,N
759,0,0,1,0,34,0,0,8.05,1,0,0,N
760,1,0,0,1,33,0,0,86.5,1,0,0,Y
761,0,0,1,0,?,0,0,14.5,1,0,0,N
762,0,0,1,0,41,0,0,7.125,1,0,0,N
763,0,0,1,0,20,0,0,7.2292,0,1,0,Y
764,1,0,0,1,36,1,2,120,1,0,0,Y
765,0,0,1,0,16,0,0,7.775,1,0,0,N
766,1,0,0,1,51,1,0,77.9583,1,0,0,Y
767,1,0,0,0,?,0,0,39.6,0,1,0,N
768,0,0,1,1,30.5,0,0,7.75,0,0,1,N
769,0,0,1,0,?,1,0,24.15,0,0,1,N
770,0,0,1,0,32,0,0,8.3625,1,0,0,N
771,0,0,1,0,24,0,0,9.5,1,0,0,N
772,0,0,1,0,48,0,0,7.8542,1,0,0,N
773,0,1,0,1,57,0,0,10.5,1,0,0,N
774,0,0,1,0,?,0,0,7.225,0,1,0,N
775,0,1,0,1,54,1,3,23,1,0,0,Y
776,0,0,1,0,18,0,0,7.75,1,0,0,N
777,0,0,1,0,?,0,0,7.75,0,0,1,N
778,0,0,1,1,5,0,0,12.475,1,0,0,Y
779,0,0,1,0,?,0,0,7.7375,0,0,1,N
780,1,0,0,1,43,0,1,211.3375,1,0,0,Y
781,0,0,1,1,13,0,0,7.2292,0,1,0,Y
782,1,0,0,1,17,1,0,57,1,0,0,Y
783,1,0,0,0,29,0,0,30,1,0,0,N
784,0,0,1,0,?,1,2,23.45,1,0,0,N
785,0,0,1,0,25,0,0,7.05,1,0,0,N
786,0,0,1,0,25,0,0,7.25,1,0,0,N
787,0,0,1,1,18,0,0,7.4958,1,0,0,Y
788,0,0,1,0,8,4,1,29.125,0,0,1,N
789,0,0,1,0,1,1,2,20.575,1,0,0,Y
790,1,0,0,0,46,0,0,79.2,0,1,0,N
791,0,0,1,0,?,0,0,7.75,0,0,1,N
792,0,1,0,0,16,0,0,26,1,0,0,N
793,0,0,1,1,?,8,2,69.55,1,0,0,N
794,1,0,0,0,?,0,0,30.6958,0,1,0,N
795,0,0,1,0,25,0,0,7.8958,1,0,0,N
796,0,1,0,0,39,0,0,13,1,0,0,N
797,1,0,0,1,49,0,0,25.9292,1,0,0,Y
798,0,0,1,1,31,0,0,8.6833,1,0,0,Y
799,0,0,1,0,30,0,0,7.2292,0,1,0,N
800,0,0,1,1,30,1,1,24.15,1,0,0,N
801,0,1,0,0,34,0,0,13,1,0,0,N
802,0,1,0,1,31,1,1,26.25,1,0,0,Y
803,1,0,0,0,11,1,2,120,1,0,0,Y
804,0,0,1,0,0.42,0,1,8.5167,0,1,0,Y
805,0,0,1,0,27,0,0,6.975,1,0,0,Y
806,0,0,1,0,31,0,0,7.775,1,0,0,N
807,1,0,0,0,39,0,0,0,1,0,0,N
808,0,0,1,1,18,0,0,7.775,1,0,0,N
809,0,1,0,0,39,0,0,13,1,0,0,N
810,1,0,0,1,33,1,0,53.1,1,0,0,Y
811,0,0,1,0,26,0,0,7.8875,1,0,0,N
812,0,0,1,0,39,0,0,24.15,1,0,0,N
813,0,1,0,0,35,0,0,10.5,1,0,0,N
814,0,0,1,1,6,4,2,31.275,1,0,0,N
815,0,0,1,0,30.5,0,0,8.05,1,0,0,N
816,1,0,0,0,?,0,0,0,1,0,0,N
817,0,0,1,1,23,0,0,7.925,1,0,0,N
818,0,1,0,0,31,1,1,37.0042,0,1,0,N
819,0,0,1,0,43,0,0,6.45,1,0,0,N
820,0,0,1,0,10,3,2,27.9,1,0,0,N
821,1,0,0,1,52,1,1,93.5,1,0,0,Y
822,0,0,1,0,27,0,0,8.6625,1,0,0,Y
823,1,0,0,0,38,0,0,0,1,0,0,N
824,0,0,1,1,27,0,1,12.475,1,0,0,Y
825,0,0,1,0,2,4,1,39.6875,1,0,0,N
826,0,0,1,0,?,0,0,6.95,0,0,1,N
827,0,0,1,0,?,0,0,56.4958,1,0,0,N
828,0,1,0,0,1,0,2,37.0042,0,1,0,Y
829,0,0,1,0,?,0,0,7.75,0,0,1,Y
830,1,0,0,1,62,0,0,80,?,?,?,Y
831,0,0,1,1,15,1,0,14.4542,0,1,0,Y
832,0,1,0,0,0.83,1,1,18.75,1,0,0,Y
833,0,0,1,0,?,0,0,7.2292,0,1,0,N
834,0,0,1,0,23,0,0,7.8542,1,0,0,N
835,0,0,1,0,18,0,0,8.3,1,0,0,N
836,1,0,0,1,39,1,1,83.1583,0,1,0,Y
837,0,0,1,0,21,0,0,8.6625,1,0,0,N
838,0,0,1,0,?,0,0,8.05,1,0,0,N
839,0,0,1,0,32,0,0,56.4958,1,0,0,Y
840,1,0,0,0,?,0,0,29.7,0,1,0,Y
841,0,0,1,0,20,0,0,7.925,1,0,0,N
842,0,1,0,0,16,0,0,10.5,1,0,0,N
843,1,0,0,1,30,0,0,31,0,1,0,Y
844,0,0,1,0,34.5,0,0,6.4375,0,1,0,N
845,0,0,1,0,17,0,0,8.6625,1,0,0,N
846,0,0,1,0,42,0,0,7.55,1,0,0,N
847,0,0,1,0,?,8,2,69.55,1,0,0,N
848,0,0,1,0,35,0,0,7.8958,0,1,0,N
849,0,1,0,0,28,0,1,33,1,0,0,N
850,1,0,0,1,?,1,0,89.1042,0,1,0,Y
851,0,0,1,0,4,4,2,31.275,1,0,0,N
852,0,0,1,0,74,0,0,7.775,1,0,0,N
853,0,0,1,1,9,1,1,15.2458,0,1,0,N
854,1,0,0,1,16,0,1,39.4,1,0,0,Y
855,0,1,0,1,44,1,0,26,1,0,0,N
856,0,0,1,1,18,0,1,9.35,1,0,0,Y
857,1,0,0,1,45,1,1,164.8667,1,0,0,Y
858,1,0,0,0,51,0,0,26.55,1,0,0,Y
859,0,0,1,1,24,0,3,19.2583,0,1,0,Y
860,0,0,1,0,?,0,0,7.2292,0,1,0,N
861,0,0,1,0,41,2,0,14.1083,1,0,0,N
862,0,1,0,0,21,1,0,11.5,1,0,0,N
863,1,0,0,1,48,0,0,25.9292,1,0,0,Y
864,0,0,1,1,?,8,2,69.55,1,0,0,N
865,0,1,0,0,24,0,0,13,1,0,0,N
866,0,1,0,1,42,0,0,13,1,0,0,Y
867,0,1,0,1,27,1,0,13.8583,0,1,0,Y
868,1,0,0,0,31,0,0,50.4958,1,0,0,N
869,0,0,1,0,?,0,0,9.5,1,0,0,N
870,0,0,1,0,4,1,1,11.1333,1,0,0,Y
871,0,0,1,0,26,0,0,7.8958,1,0,0,N
872,1,0,0,1,47,1,1,52.5542,1,0,0,Y
873,1,0,0,0,33,0,0,5,1,0,0,N
874,0,0,1,0,47,0,0,9,1,0,0,N
875,0,1,0,1,28,1,0,24,0,1,0,Y
876,0,0,1,1,15,0,0,7.225,0,1,0,Y
877,0,0,1,0,20,0,0,9.8458,1,0,0,N
878,0,0,1,0,19,0,0,7.8958,1,0,0,N
879,0,0,1,0,?,0,0,7.8958,1,0,0,N
880,1,0,0,1,56,0,1,83.1583,0,1,0,Y
881,0,1,0,1,25,0,1,26,1,0,0,Y
882,0,0,1,0,33,0,0,7.8958,1,0,0,N
883,0,0,1,1,22,0,0,10.5167,1,0,0,N
884,0,1,0,0,28,0,0,10.5,1,0,0,N
885,0,0,1,0,25,0,0,7.05,1,0,0,N
886,0,0,1,1,39,0,5,29.125,0,0,1,N
887,0,1,0,0,27,0,0,13,1,0,0,N
888,1,0,0,1,19,0,0,30,1,0,0,Y
889,0,0,1,1,?,1,2,23.45,1,0,0,N
890,1,0,0,0,26,0,0,30,0,1,0,Y
891,0,0,1,0,32,0,0,7.75,0,0,1,N
